barcode,product_name,Wholesale Price,retail_price,batch_no
8902618008961,EVA LIPBALM STRAWBERRY 6pc-65,300,330,
1550,EVA POCKET 8PC-65,46,55,8
8902618013583,EVA ROLLON BLUE-95,68,85,1
8902618013620,EVA ROLLON GREEN-95,68,85,1
8902618013606,EVA ROLLON PINK-95,68,85,1
8902618013590,EVA ROLLON SHINE-190,138,170,
8902618013613,EVA ROLLON SOFT-190,138,170,
8902618013576,EVA ROLLON SPLASH-190,138,170,
3729,EVA SOAP CASE,34,45,12
8902618000651,EVA TALC  MYSTIQUE-45,36,40,1
4112,EVA TALC 25pc JAR-10,200,225,1
8902618001252,EVA TALC COOL-95,76,90,1
8902618000989,EVA TALC FANTASY-45,36,40,1
8902618000972,EVA TALC FANTASY-95,76,90,1
8902618000385,EVA TALC FRESH-45,36,40,1
8902618000361,EVA TALC FRESH-95,76,90,1
8902618000637,EVA TALC MYSTIQUE-95,76,90,1
8902618000644,EVA TALC SANDAL-45,36,40,
3482,EVA TALC SWEET MRP.85,68,75,
8902618000378,EVA TALC SWEET-45,36,40,1
8902618000354,EVA TALC SWEET-95,76,90,1
2379,EVA TALK  MYSTIQUE-10,207,225,
1216,EVA TALK DREAM MRP.45,36,40,
2873,EVA TALK FRESH JAR-10,207,225,
8902618000439,EVA TALK SANDAL-95,76,90,
2378,EVA TALK SWEET-10,207,225,
EVE-N HCS BL01,EVEN TONE-79,63,70,1
793591133997,EVENT PERFUME-324,156,260,1
8901691003450,EVEREADAY AA 20pc-18,11,13,20
18901691008834,EVEREDAY 1050 20pc-40,28,35,20
8901691026220,EVEREDAY AAA 20PC-18,11,13,20
5825,EVERYUTH  GOLD-55,45,50,1
2510,EVERYUTH  SCRUB-90,72,80,
16,EVERYUTH ALOEVERA GEL-120,96,110,
8901548311448,EVERYUTH ALOEVERA GEL-120,96,110,
8901548312063,EVERYUTH CHARCOAL F/W-110,91,100,
8901548147351,EVERYUTH CHOCOLATE SCRUB-140,116,125,
8901120142118,EVERYUTH CUCUMBER-15,162,170,1
8901120140831,EVERYUTH CUCUMBER-90,75,80,
5421,EVERYUTH FRUIT F/W-80,66,70,
8901120146819,EVERYUTH FRUIT F/W-90,75,81,
8901548147191,EVERYUTH GOLD-110,91,100,1
8901548147207,EVERYUTH GOLD-160,128,145,
8901548147177,EVERYUTH GOLD-20,216,234,1
8901548147184,EVERYUTH GOLD-59,49,53,1
6654,EVERYUTH GOLD-99,82,90,1
8901120143528,EVERYUTH NEEM F/W-80,66,70,
8901120140947,EVERYUTH ORANGE-14,151,156,
8901120146215,EVERYUTH ORANGE-55,46,50,1
8901120146222,EVERYUTH ORANGE-95,79,85,
8901548312469,EVERYUTH SHHET MASK ALOE-99,75,85,
8901548312445,EVERYUTH SHHET MASK GOLD-125,94,100,1
8901548312452,EVERYUTH SHHET MASK PINK-99,75,85,
8901548312582,EVERYUTH TAN CHERRY SCRUB-70,58,60,1
8901548147467,EVERYUTH TAN PACK-20,216,230,
8901548310915,EVERYUTH TAN REMOVAL SCRUB-20,216,234,
8901548147368,EVERYUTH TAN REMOVER-140,116,125,
3166,EVERYUTH TAN-99,80,90,
8901120141012,EVERYUTH WALNUT-110,92,99,1
8901120141043,EVERYUTH WALNUT-15,162,182,
8901548143629,EVERYUTH WALNUT-59,49,55,1
5824,EVERYUTH WALNUT-99,82,90,1
8906169320954,EVIL BLK PERFUME-599,300,500,
8906169320961,EVIL BLUE PERFUME-599,300,500,
6686,EVITA SOAP CASE 12P,15,25,12
1404,EXCEL HERBAL BLK-15,72,100,1
8904174408964,EXCELLENT ATTAR AL MULOOK-299,150,200,
8904174408872,EXCELLENT MUKHALAT MALAKI ATTAR-299,150,200,
8904173507484,EXOTIC GOLD DEO-270,135,200,
8904173507477,EXOTIC INTENS DEO-270,135,200,
8904173510149,EXOTICA  PER-249,125,190,1
6893,EXOTICA DEO 12PC-80,50,65,12
8904173505503,EXOTICA DEO-270,135,200,
89041735074771,EXOTICA GLAM DEO-270,135,200,
8904173509457,EXOTICA GLAM DEO-270,135,200,
8904173509488,EXOTICA GLAM PERF-650,325,500,
8904173510613,EXOTICA GLAM PERFUME-249,125,200,
8904173504452,EXOTICA YELLOW PERF-650,325,500,
3179,EYE LENS MOROCCAN 6PAIR-233,65,100,6
5371,EYEBROW BRUSH 2in1 12pc,13,20,12
6971383632321,EYEBROW RAZOR MIXUEER,100,150,1
6972433331720,EYELASH CURLER 3913 WS50,50,100,
7819656838027,EYELASH CURLER BOX,60,80,1
2689,EYELASH CURLER-80,40,50,1
1431,EYELASH GLUE CARD 12PC,12,20,12
4805,EYELASH GUM 10pc WS60,60,100,
6983200756202,EYESHADOW BRUSH BOX PACK,35,50,12
4354,EYESHAOW BRUSH-12PC SET,312,420,
8906029307613,EYETEX 11 IN 1-80,60,70,1
3510,EYETEX BINDI-15,169,200,1
5537,EYETEX BINDI-18,203,230,1
8906029300058,EYETEX KAJAL 11pc-60,484,550,1
8904320541545,EYETEX KAJAL 6pc-50,180,240,
1375,EYETEX KAJAL MRP.5,81,100,
1373,EYETEX KAJAL SUPREME-25,180,200,1
1374,EYETEX KAJAL-10,225,250,1
2472,EYETEX KUM 2 POWDER 10pc RED-15,110,130,
1372,EYETEX KUM PASTE-10,160,180,1
3308,EYETEX KUM POWDER-15,120,144,
1371,EYETEX KUM2 POWDER MRP.15,110,130,
8906029300485,EYETEX MAS+KAJAL-150,112,130,1
1370,EYETEX PALLAVI TUBE 22pc-10,120,160,1
5008,EYETEX PERFUME BAG 8PC-480,256,336,
8904320538415,EYETEX SHEET KAJAL-10,66,84,
8904320532796,EYETEX SINDOOR-80,60,70,1
1376,EYETEX STANDARD KAJAL-15,320,400,1
6818,F,1,1,1
8901860520207,FABRIC GLUE 10PC-37,33,34,10
8901860520191,FABRIC GLUE 15PC-17,15.5,16,15
4165,FACE PACK BRUSH WOODEN,156,240,
8903380025057,FACES CANADA COMPACT 02-199,140,180,1
8903380001075,FACES CANADA EYELINER-270,203,243,1
8903380024852,FACES CANADA KAJAL-189,142,170,1
8903380029949,FACES CANADA MASCARA-449,337,400,
8903380025040,FACES COMPACT 01-225,158,200,1
8903380025064,FACES COMPACT 03-225,139,180,1
8903380025071,FACES COMPACT 04-225,139,180,1
8903380000399,FACES FIXER-649,454,550,1
8903380035704,FACES FOUNDATION 11-325,228,290,1
8903380019377,FACES FOUNDATION 11-549,385,490,1
8903380036848,FACES FOUNDATION 11-599,420,540,1
8903380035650,FACES FOUNDATION 12-325,228,290,1
8903380019384,FACES FOUNDATION 12-549,385,490,1
8903380036794,FACES FOUNDATION 12-599,420,540,1
8903380036855,FACES FOUNDATION 13-599,420,540,1
8903380035728,FACES FOUNDATION 21-325,228,290,1
8903380036862,FACES FOUNDATION 21-599,420,540,1
8903380035735,FACES FOUNDATION 22-325,228,290,1
8903380036879,FACES FOUNDATION 22-599,420,540,1
8903380035667,FACES FOUNDATION 23-325,244,290,
8903380019445,FACES FOUNDATION 32-549,385,490,1
8903380036824,FACES FOUNDATION 32-599,420,540,1
8903380035698,FACES FOUNDATION 42-325,228,290,1
8903380036831,FACES FOUNDATION 42-599,420,540,1
8903380025002,FACES ROSEGOLD STROBE-599,420,540,1
8903380037562,FACES SILVER STROBE-299,210,270,1
8903380025019,FACESC SILVER STROBE-599,420,540,1
8903380021714,FACESCANADA FIXER-349,245,310,1
8903380019391,FACESCANADA FOUNDATION 13-549,412,500,
8903380019421,FACESCANADA FOUNDATION 23-549,412,500,
8903380036817,FACESCANADA FOUNDATION 31-599,450,540,1
8903380019469,FACESCANADA FOUNDATION 42-549,385,500,1
8903380036626,FACESCANADA GOLD STROBE-599,450,540,1
8903380036602,FACESCANADA PEACH STROBE-599,420,540,1
8903380036619,FACESCANADA PINK STROBE-599,450,540,1
8903380037555,FACESCANADA ROSE GOLD STROBE-299,210,270,1
5621,FACIAL BAND ELASTICK WS144,144,240,
5623,FACIAL BAND TONIGUY,360,600,
2691,FACIAL BAND VELCRO,120,240,
6926641003313,FACIAL ROLLER BX-331,65,100,
6973020677986,FAFULAMEI BRUSH WS50,50,80,
17082,FAIR AND HANDSOME 6PC-40,36,38,6
8901248253901,FAIR AND HANSOME MRP.10,108,114,1
8901248253536,FAIR AND HANSOME-40,36,38,1
8901248253543,FAIR AND HANSOME-95,85,90,1
8902979013048,FAIREVER CREAM MRP-122,107,115,
8902979012867,FAIREVER CREAM-62,54,58,1
5842109854123,FAIZA CREAM-375,170,250,
7861212201004,FAIZA SOAP,40,80,
8906126112820,FALAK ATTAR,121,200,
2259,FANTASY MIRROR BIG 12PC,33,45,12
2171,FANTASY MIRROR MEDIUM 12PC,21,30,12
2169,FANTASY MIRROR no8 12pc-,10,15,12
2170,FANTASY MIRROR SMALL 12PC,15,20,12
6348523485299,FAST HAIR STRAIGHTNER HQT906,325,450,
8904404808700,FC FRUIT TINT 5505 24PC,30,60,24
5948,FC GLITTER NAIL POLISH-149,45,100,12
6903071017943,FC LIP CARE-125,45,100,
6903071002673,FC LIP OIL 52011c 24PC,25,35,24
8904404803200,FC MAKEUP FIXER-375,151,250,
4902470171036,FEATHER EYE RAZOR,30,60,1
8904053005796,FEEL FRESH FLUSH MATIC-175,75,110,1
8904053002122,FEEL FRESH NAPHTHALENE-5P-M165,60,100,
8901103101293,FEM BLEACH SAFFRON-75,56,65,1
8901103105246,FEM DIAMOND BLEACH-50,37,45,1
8901103105178,FEM DIAMOND BLEACH-80,60,70,
8901103110233,FEM GOLD BLEACH-45,33,40,1
8901103110240,FEM GOLD MRP.68,57,62,
8901103110264,FEM GOLD MRP.80,60,70,1
8901103110295,FEM GOLD ULTRA BLEACH-45,33,40,1
8901103110301,FEM GOLD ULTRA-82,61,70,1
8901103101316,FEM PEARL BLEACH-34,25,30,
8901103101323,FEM PEARL BLEACH-59,44,50,1
8901103124216,FEM REMOVER GOLD-85,64,75,1
8901103121116,FEM REMOVER ROSE-85,64,75,
8901103123165,FEM REMOVER SANDAL-85,64,75,1
8901103122144,FEM REMOVER TURMERIC-85,64,75,
8901103101262,FEM SAFFRON MRP 37,28,32,1
8901103101279,FEM SAFFRON MRP.59,50,55,
8901103127057,FEM TURMERIC BLEACH-32,24,28,1
8901103127064,FEM TURMERIC BLEACH-59,44,50,1
8901860010005,FEVIKWIK 28PC-5,110,120,1
3346,FEVIKWIK 84PC MRP.5,320,380,
3786,FINAL TOUCH LIPBALM JAR,108,144,
8906152850000,FINEX SCRUB 12pc-45,180,240,
3962,FIRON LIGHTER BLK-175,48,80,
3963,FIRON LIGHTER STEEL-175,43,80,
1530,FIRST LOVE DEO-220,132,180,1
4442,FIRST LOVE PERFUME 30ML-164,93,140,1
4480,FIRST LOVE PERFUME 60ML-224,128,180,1
6970119711774,FIT FLYING EYELINER 24PC,30,60,24
8901526605224,FIT ME 310 COMAPCT-239,167,210,1
8901526605187,FIT ME COMPACT 115-269,189,230,
8901526605194,FIT ME COMPACT 128-269,189,230,
8901526605200,FIT ME COMPACT 220 -269,189,230,
17029,FIT ME COMPACT 230-269,189,230,1
8901526584093,FIT ME COMPACT 310 MRP.269,202,230,
8901526605231,FIT ME COMPACT 330-269,189,230,
8901526605217,FIT ME COMPACTS 230-239,167,210,1
8901526595471,FIT ME FOUNATION 128 M.275,206,230,
8901526589500,FIT ME FOUND 128-329,231,280,
8901526589463,FIT ME FOUND 340-649,486,550,1
8901526011469,FIT ME FOUNDATION 115-199,140,180,
8901526589494,FIT ME FOUNDATION 115-329,231,280,
8901526589555,FIT ME FOUNDATION 115-649,486,550,
8901526589456,FIT ME FOUNDATION 118-649,486,550,1
8901526589562,FIT ME FOUNDATION 120-649,486,550,
8901526604364,FIT ME FOUNDATION 123-649,486,550,
8901526589579,FIT ME FOUNDATION 125-649,454,550,
8901526604371,FIT ME FOUNDATION 126-649,486,550,
8901526604388,FIT ME FOUNDATION 127-649,486,550,
8901526011452,FIT ME FOUNDATION 128-199,140,180,
8901526589586,FIT ME FOUNDATION 128-649,486,550,
8901526011490,FIT ME FOUNDATION 220-199,140,180,
8901526637416,FIT ME FOUNDATION 220-249,175,220,
8901526589517,FIT ME FOUNDATION 220-329,231,280,
6902395774310,FIT ME FOUNDATION 220-649,486,550,
8901526589524,FIT ME FOUNDATION 230-329,231,280,
8901526589623,FIT ME FOUNDATION 230-649,486,550,
8901526011483,FIT ME FOUNDATION 310-199,140,180,
8901526637454,FIT ME FOUNDATION 310-249,175,220,
8901526589531,FIT ME FOUNDATION 310-329,231,280,1
8901526589654,FIT ME FOUNDATION 310-649,486,550,
8901526011506,FIT ME FOUNDATION 330-199,140,180,
8901526589548,FIT ME FOUNDATION 330-329,231,300,
8901526589678,FIT ME FOUNDATION 330-649,454,550,
8901526589685,FIT ME FOUNDATION 332-649,486,550,
8963538562568,FIT ME SKETCH EYELINER 12PC,156,240,
6904512485222,FIT SKIN PRIMER M.199,40,60,
8963538578125,FIT SKIN SKETCH-1DZ,156,240,
6972422900135,FITME LIPGLOSS CY256  24PC,816,1080,
8906126112295,FITOOR ATTAR,121,200,
6948832991605,FLAT COMB AISHU 883,80,150,
6997201732233,FLAWLWSS EYEBROW  REMOVER,163,250,1
6586547752465,FLAWLWSS FACIAL HAIR REMOVER,156,220,
7545020424083,FLFWLESS CONTOW MASSAGER,75,120,1
3878,FLORA SOAP BOX-73,30,50,12
8904192600494,FLORITE FEEDING BOTTLE-120,60,90,1
6922,FLORITE FEEDING BOTTLE-140,70,110,1
8904192600548,FLORITE NIPPLE 24PC-28,14,20,24
8904192600609,FLORITE NIPPLE GLYCERINE 16pc-30,25,28,16
8904192600487,FLORITES FEEDING BOTTLE-130,65,100,1
4411,FLORO SOAP BOX,21,30,12
5280,FLOWER BOW 15'' 20pkt PRINTED,4,6,20
6619,FLOWER BOW 18'' 20pkt GOLD STRIP,8,10,20
5281,FLOWER BOW 18'' 20pkt PRINTED,5,10,20
5997,FLOWER BOW 23'' 20pkt GOLD STRIP,12,20,20
6641,FLOWER BOW 23'' 20pkt PRINTED,12,20,20
5996,FLOWER BOW 30'' 20pkt PRINTED,15,25,20
5995,FLOWER BOW 50'' GOLD STRIP 10PC,25,40,10
6922900034043,FLOWER CANDLE ROTATE,36,50,1
5204,FLOWER CANDLE SMALL,15,20,1
3958,FOAM TAPE BIG 12pc,8,15,12
3957,FOAM TAPE SMALL 1DZ-150,36,72,1
1508,FOGG 12pc-85,55,70,12
8904238303112,FOGG AMAZE-225,150,200,
8908001158541,FOGG AROMATIC DEO-275,150,200,1
8904238302351,FOGG DASH-225,150,200,1
8908001158336,FOGG DELICIOUS-225,150,200,1
8904238301910,FOGG DEO FORCE-299,150,200,
8904238301903,FOGG DEO PUNCH-299,150,200,
8904238301927,FOGG DEO RUSH-299,150,200,
8908001158343,FOGG ESSENCE-225,150,200,1
8908001158589,FOGG FOUGERE DEO-275,150,200,1
8908001158480,FOGG IMPERIAL-225,150,200,1
8908001158497,FOGG MAJESTIC 225,150,200,
8908001158305,FOGG MARCO 225,150,200,1
8904238301415,FOGG MASTER AGAR-250,150,200,1
8904238301392,FOGG MASTER CEDARL-250,150,200,1
8904238301422,FOGG MASTER OAK-250,150,200,1
8904238301408,FOGG MASTER PINE-250,150,200,1
8908001158954,FOGG MONARCH-250,170,220,1
8908001158244,FOGG NEPOLEON-225,150,200,1
8904238302368,FOGG NICE-225,150,200,1
8908001158558,FOGG ORIENTAL DEO-275,150,200,1
8908001158350,FOGG PARADISE-225,150,200,1
8908001158312,FOGG ROYAL -225,150,200,1
8908001158572,FOGG SPICY DEO-275,150,200,1
8904238303099,FOGG TEASER-225,150,200,1
8908001158961,FOGG VICTOR-250,170,200,1
8908001158565,FOGG WOODY DEO-275,150,180,1
5338,FOLDING SCISSORS ROSE 24PC,11,20,24
3440,FOOT SCRUBBER WS-35,35,60,
3444,FOOT SCRUBBER WS-55,55,90,
6318,FOOT SCRUBER JULIE LAPAR-125,50,90,
6317,FOOT SCRUBER NANCY LAPAR-120,50,90,
6320,FOOT SCRUBER ROZITA LAPAR-140,70,110,
6319,FOOT SCRUBER SANIA LAPAR-155,60,110,
1698,FROST RC-345 2DZ,312,480,
6921099285489,FRUIT BLANDER 12PC,480,720,
6975585813311,FRUIT VINEGAR WELOLLTON 250ML,190,300,1
6975585812239,FRUIT VINEGAR WELOLLTON 500ML,320,500,1
6273,FUSION SOAP CASE 12pc-58,30,40,12
3011441115342,FUXWELL NIFE 12PC,108,144,
1305,GALA POWDER-120,102,110,
4662057100000,GARBAGE BAGS JP L-95,34,60,1
2635851000005,GARBAGE BAGS JP M-75,26,50,1
3973748100000,GARBAGE BAGS JP S-61,22,40,1
2778058100000,GARBAGE BAGS JP XL-135,52,100,1
8901526209620,GARNIER ACNO F/W-125,100,110,1
8901526204731,GARNIER BOX BLACK CREME 1-99,79,90,1
8901526204748,GARNIER BOX BROWN-99,79,90,1
8901526206377,GARNIER BOX CREME 3.16-99,79,90,1
8901526204458,GARNIER BOX CREME BLK-229,176,200,1
6928820043042,GARNIER CLEAN WATER-249,199,224,
8901526012145,GARNIER CREAM  BURGUNDY 8PC-35,29,32,8
4525,GARNIER CREAM  BURGUNDY 8PC-45,280,320,
8901526209903,GARNIER CREAM BLACK 10pc-45,35,40,10
8901526012121,GARNIER CREAM BLACK 8PC-35,29,32,8
8901526211722,GARNIER CREAM BROWN 10pc-45,35,40,10
8901526012152,GARNIER CREAM BROWN 8PC-35,29,32,8
5611,GARNIER CREAM BROWN 8PC-45,280,320,
8901526211715,GARNIER CREAM BURGUNDY 10pc-45,35,40,10
4337,GARNIER CREAM MRP 189,152,160,
8901526600274,GARNIER F/W TURBO-125,98,112,
8901526592302,GARNIER MASK CHARCOAL-115,86,110,1
8901526592319,GARNIER MASK GREENTEA-115,86,100,1
6567,GARNIER MASK GREENTEA-99,80,90,1
8901526592333,GARNIER MASK POMEGRANATE-115,86,100,1
8901526592340,GARNIER MASK SAKURA-115,86,100,1
8901526592326,GARNIER MASK VC-99,80,90,
8901526205578,GARNIER OIL CLEAR F/W-125,100,110,1
8901526659173,GARNIER OILCLEAR  F/W-115,92,100,1
2714,GARNIER POUCH 2.0 MRP.42,330,380,
2598,GARNIER POUCH 3.16 MRP.42,330,380,
8994993025923,GARNIER SERUM NIGHT-329,240,300,
8901526603732,GARNIER SERUM-129,80,110,
8901526012237,GARNIER SERUM-199,160,180,1
8901526006342,GARNIER TURBO BRIGHT-119,95,105,1
8901526006359,GARNIER TURBO DUO F/W-139,111,125,1
3286,GARNIER VC  F/W MRP 199,160,180,
8994993013852,GARNIER VC CLEANSING -275,220,250,
8901526005161,GARNIER VC CREAM-109,87,100,1
6162,GARNIER VC CREAM-219,175,200,1
8901526005178,GARNIER VC CREAM-249,199,210,1
8901526658695,GARNIER VC CREAM-89,71,80,
8901526005208,GARNIER VC F/W-219,175,190,1
8901526658657,GARNIER VC F/W-99,78,90,
8901526586684,GARNIER VC F\W -SAMPLE,20,40,1
8901526005192,GARNIER VC FACEWASH-115,92,105,
8901526005314,GARNIER VC FACEWASH-225,180,200,1
8901526600922,GARNIER VC GEL F/W MRP 125,90,110,1
8901526602926,GARNIER VC GEL MRP 109,89,100,
8901526610280,GARNIER VC SERUM CREAM MRP 89,72,80,
8901526592616,GARNIER VC SERUM-299,240,270,
5888,GATE WAYS SOAP BOX-60,24,40,12
8992222056465,GATSBAY CLAY WAX-170,145,155,1
8992222054522,GATSBAY F/W OIL CONTROL-150,127,140,1
8992222054720,GATSBY BLACK SPRAY-135,115,125,1
8992222056038,GATSBY H QUIFF-125,107,115,1
8992222056151,GATSBY H VOLUME-125,100,110,
4902806001969,GATSBY HARD3-80,68,75,
4902806001952,GATSBY HARD5-80,68,75,
8992222052993,GATSBY HYPER7-80,68,75,
4902806015805,GATSBY M LAYER-125,107,115,1
4902806015812,GATSBY S BLOW-125,107,115,1
8992222053112,GATSBY S MOHAWK -125,107,115,1
4902806001976,GATSBY SOFT 2-80,68,75,
8992222056144,GATSBY SPRAY GOLD-140,119,130,1
8992222056137,GATSBY SPRAY SILVER-135,115,125,1
4902806015836,GATSBY T SPIKES-125,107,115,1
4902806004373,GATSBY WG 2-40,34,36,1
6322,GATSBY WG 3-35,29,32,1
4902806004380,GATSBY WG 3-40,34,36,1
6323,GATSBY WG 5-35,29,32,1
4902806004397,GATSBY WG 5-40,34,36,1
8992222052979,GATSBY WG 7-40,34,36,1
6946848200049,GEACEHEAVEN EYESHADOW EY24-1,108,160,
6946848200117,GEACEHEAVEN EYESHADOW EY24-2,120,180,
6957952231096,GEEMY TRIMMER 3109,250,370,
6957952231126,GEEMY TRIMMER GM3112,250,350,
6957952231300,GEEMY TRIMMER GM3130,250,370,
6957952205615,GEEMY TRIMMER GM561,455,700,
2855,GEM SOAP BOX,240,360,
6927723909288,GEMEI NOVA STRAIGHTNER 1818SC,306,460,1
5389,GGGG,1,1,
6375,GIFT RAPPER PAPER CROMO 25PC,125,200,1
5297,GIFT WRAPER ROLL 70*15MT WS-126,120,180,1
5834,GIFT WRAPPER NETTED 5pc 10mtr,90,150,5
5162,GIFT WRAPPER PLASTIC 40pcs,80,120,1
5256,GIFT WRAPPER TRANSPARENT,190,250,1
6447,GILLATE CREAM-75,65,70,1
4987176173812,GILLATE GUARD 6pc-61,240,300,
4987176150585,GILLATE LIME CREAM-71,63,67,1
4987176150578,GILLATE REGULAR CREAM-80,70,75,1
4987176171191,GILLET GUARD 5PC-25,100,110,
4987176332592,GILLETE GUARD RAZOR 10PC-28,21,25,10
16983,GILLETTE FOAM-90,79,80,1
4902430722193,GILLETTE FOAM-95,83,90,1
4987176280596,GILLETTE GUARD BLADE 10PC-14,11,12,10
14987176258134,GILLETTE PRESTO 24pc-25,16,20,24
4987176340740,GILLETTE REGULAR CREAM-40,35,37,1
4987176340757,GILLETTE SHAVING CRM LIME-45,40,42,1
6448,GILLETTE SHAVING CRM REGULAR-40,35,38,1
3111,GILLETTE VENUS RAZOR 3PC,189,210,
4987176212498,GILLETTE WILKINSON-150,95,120,
5717,GIMBAL 3006 LIPSTICK 12PC,720,1200,
5461,GIMBAL LIPGLOSS 2007-299,672,900,1
5462,GIMBAL LIPGLOSS 3002-299,612,840,1
5463,GIMBAL TISSUE REMOVER 24PC-110,20,60,24
793591133188,GLAM BLACK PRFM-297,146,220,1
793591133218,GLAM BLUE PERFUME-297,146,240,1
5797,GLAM BLUE PRFM-270,133,220,1
5712,GLAM GODDESS 8071 LIPSTICK,612,840,
3760,GLAM GODDESS FOUNDATION-299,60,100,
793591133201,GLAM GOLD PERFUME-297,146,240,1
5726,GLAM GOLD PRFM-270,133,220,
793591133195,GLAM PINK PRFM-297,146,220,1
3126,GLAM21 2IN1 COMPACT-319,172,280,1
1976,GLAM21 HD COMPACT-429,198,300,1
1974,GLAM21 VELVET FD-379,192,300,1
6945248571025,GLAMOROUS BRUSH,35,60,
6142,GLAMOUR SOAP CASE 12pc-72,37,55,12
3082,GLITTER BOTTLE,48,72,1
5031,GLITTER TAPE 25 YARD 12PC,45,70,
1420,GLOMY ALOE GEL 6pc-70,35,45,6
914805838501,GLOMY ALOEVERA GEL MRP 120,60,80,1
3091,GLOMY HAIR GEL 6PC-40,20,30,6
6202,GLOMY MULTANI 6pc-38,15,25,6
4326,GLOMY ROSE WATER 1L-155,85,110,
4325,GLOMY ROSE WATER 500ML-110,55,80,
2658,GLOMY ROSE WATER 6PC-20,8,12,6
2456,GLOMY ROSE WATER 6pc-30,11,18,6
2455,GLOMY ROSE WATER 6pc-40,15,20,6
3959,GLOMY ROSE WATER-88,35,70,1
3072,GLOMY SPRAY ROSEWATER 6PC-45,20,30,6
3073,GLOMY SPRAY ROSEWATER 6PC-55,24,40,6
6361,GLOMY SPRAY ROSEWATER 6PC-60,24,40,6
1270,GLONY R WATER MRP.40,66,120,
3860,GLORY SOAP CASE,264,360,
8901030971297,GLOW & LOVELY AYURVED-88,80,83,1
8909106009820,GLOW HANDSOME F/W-105,94,100,1
8901030834868,GLOW HANDSOME F/WW-105,90,100,
8901030829055,GLOW HANDSOME MEN-90,81,88,1
8909106060753,GLOW LOVELY 12PC-25,22,23,12
5838,GLOW LOVELY AYRVEDIC-160,141,150,1
8909106053380,GLOW LOVELY AYURVEDIC+-165,149,152,1
8901030971303,GLOW LOVELY AYURVEDIC-165,149,152,1
8901030873478,GLOW LOVELY AYURVEDIC-83,77,80,
8901030971204,GLOW LOVELY BB CREAM-59,53,55,1
8901030971211,GLOW LOVELY BB-115,98,105,1
8901030999871,GLOW LOVELY BRIGHT F/W-79,63,70,1
6437,GLOW LOVELY BRIGHT F/W-85,72,80,1
8909106013445,GLOW LOVELY BRIGHT F/W-89,76,80,1
8909106049727,GLOW LOVELY CREAM-10,220,230,1
8909106049680,GLOW LOVELY CREAM-135,121.5,130,1
8909106049697,GLOW LOVELY CREAM-205,184.5,190,1
5663,GLOW LOVELY F/W  12+1-20,215,230,1
8901030945670,GLOW LOVELY F/W-79,64,72,
8901030829062,GLOW LOVELY MENS F/W-175,157,165,1
8901030942709,GLOW LOVELY-199,179,185,1
8909106030541,GLOW LOVELY-325,228,280,1
8909106049673,GLOW LOVELY-70,63,65,1
8909106030510,GLOW LOVELYS-130,117,120,1
8909106030527,GLOW LOVELYS-68,61,65,1
3730,GLOW SOAP CASE-69,34,45,12
6984811211227,GLUE GUN 20W GURU,156,220,1
6974384098882,GLUE GUN 40W KOOPEE KE2025,234,350,1
6776,GLUE GUN STICK 100PC MR FGOLD,2.5,4,100
6265,GLUE GUN STICK 40pc MR GOLD,5,10,40
8901157045024,GODREJ AER COOL BLUE-320,272,290,1
8901157045017,GODREJ AER FRESH GREEN-320,272,290,1
8901157045086,GODREJ AER TWISTGEL BLUE-425,361,380,1
8901023013638,GODREJ AER TWISTGEL DELIGHT-425,361,380,1
8901157045079,GODREJ AER TWISTGEL GREEN-425,361,380,1
8901157045062,GODREJ AER TWISTGEL PINK-425,361,380,1
5740,GODREJ CREAM  BLACK 10pc-40,35,38,10
8901023028748,GODREJ CREAM BLK 10pc-15,12.5,14,10
8901023031359,GODREJ CREAM BLK 10PC-15,13,14,10
8901023019883,GODREJ CREAM BLK BROWN 10PC-37,32,35,10
8901023019906,GODREJ CREAM BROWN 10pc-37,32,35,10
8901023019913,GODREJ CREAM BURGUNDY 1OPC-37,32,35,10
8901023019890,GODREJ CREAM DARK BROWN 10PC-37,32,35,10
3800,GODREJ EXPERT BURG-37,320,350,
8901023029370,GODREJ POWDER-200,175,190,1
8901023019876,GODREJ RICH BLACK 10PC-37,32,35,10
8901023018688,GODREJ SELFIE 12pc-30,25,27,12
8901023029486,GODREJ SELFIE BLK 10PC-15,13,14,10
8901023028656,GODREJ SOAP LEMON-10,9,9,1
8901023031298,GODREJCREAM BLK BROWN 10PC-15,13,14,10
17060,GOKUL TALC-140,126,130,1
8906014520300,GOKUL TALC-40,36,38,1
6766,GOKUL TALC-82,74,75,1
8906014521406,GOKUL TALK-125,112,120,
8906014520706,GOKUL TALK-73,66,70,1
5206,GOLD NUMBER CANDLE 12pc,10,15,12
793591133164,GOLD PETAL PRFM-297,146,240,1
8904362507288,GOOD VIBES SAFFRON MASK-99,80,90,1
2231,GOREE CREAM REGULAR-499,260,400,1
1379,GOREE D-N CREAM-499,270,400,1
1005025151057,GOREE FACE WASH,125,250,1
1005051652658,GOREE SERUM 12PC,1020,1320,
1378,GOREE SOAP MRP 200,40,100,1
2597,GOREE SOAP ORGINAL-155,85,120,
3447,GOREE SOAP-190,100,150,1
6937365980637,GRACE  KIT SK-29,90,150,1
5042,GRACE 2IN 1 LIPGLOSS,552,840,
6946848200032,GRACE BEAUTY N BABE,108,160,
6109,GRACE BLUSHER BRUSH,105,200,1
6946848223017,GRACE BLUSHER EY41,63,90,1
